Delivery Method,Area Codes,Area Name,Region,Rural,Rural Charge
Shipping - Northland (Others),0211,Moerewa,Northland,FALSE,0
Shipping - Northland (Others),0230,Kerikeri,Northland,FALSE,0
Shipping - Northland (Others),0310,Awakino Point,Northland,FALSE,0
Shipping - Northland (Others),0405,Kaikohe,Northland,FALSE,0
Shipping - Northland (Others),0410,Kaitaia,Northland,FALSE,0
Shipping - Northland (Others),0420,Cable Bay,Northland,FALSE,0
Shipping - Northland (Others),0510,Waipu,Northland,FALSE,0
Shipping - Northland (Others),0520,Maungaturoto,Northland,FALSE,0
Shipping - Northland (Others),0530,Ruawai,Northland,FALSE,0
Shipping - Northland (Others),0140,Riverside,Northland,FALSE,0
Shipping - Northland (Others),0141,Otangarei,Northland,FALSE,0
Shipping - Northland (Others),0142,Sherwood Rise,Northland,FALSE,0
Shipping - Northland (Others),0143,Morningside,Northland,FALSE,0
Shipping - Northland (Others),0144,Tikipunga,Northland,FALSE,0
Shipping - Northland (Others),0145,Kensington,Northland,FALSE,0
Shipping - Northland (Others),0146,Maungakaramea,Northland,FALSE,0
Shipping - Northland (Others),0147,Woodhill,Northland,FALSE,0
Shipping - Northland (Others),0148,Woodhill,Northland,FALSE,0
Shipping - Northland (Others),0149,Riverside,Northland,FALSE,0
Shipping - Northland (Others),0150,Hikurangi,Northland,FALSE,0
Shipping - Northland (Others),0151,Ruakaka,Northland,FALSE,0
Shipping - Northland (Others),0152,Maungatapere,Northland,FALSE,0
Shipping - Northland (Others),0153,Tutukaka,Northland,FALSE,0
Shipping - Northland (Others),0154,Ngunguru,Northland,FALSE,0
Shipping - Northland (Others),0180,Marua,Northland,FALSE,0
Shipping - Northland (Others),0231,Opua,Northland,FALSE,0
Shipping - Northland (Others),0242,Russell,Northland,FALSE,0
Shipping - Northland (Others),0243,Kawakawa,Northland,FALSE,0
Shipping - Northland (Others),0244,Moerewa,Northland,FALSE,0
Shipping - Northland (Others),0245,Kerikeri,Northland,FALSE,0
Shipping - Northland (Others),0246,Waipapa,Northland,FALSE,0
Shipping - Northland (Others),0247,Paihia,Northland,FALSE,0
Shipping - Northland (Others),0271,Haruru,Northland,FALSE,0
Shipping - Northland (Others),0340,Dargaville,Northland,FALSE,0
Shipping - Northland (Others),0341,Te Kopura,Northland,FALSE,0
Shipping - Northland (Others),0440,Kaikohe,Northland,FALSE,0
Shipping - Northland (Others),0441,Kaitaia,Northland,FALSE,0
Shipping - Northland (Others),0442,Mangonui,Northland,FALSE,0
Shipping - Northland (Others),0443,Rawene,Northland,FALSE,0
Shipping - Northland (Others),0444,Omapere,Northland,FALSE,0
Shipping - Northland (Others),0445,Opononi,Northland,FALSE,0
Shipping - Northland (Others),0446,Waimamaku,Northland,FALSE,0
Shipping - Northland (Others),0447,Okaihau,Northland,FALSE,0
Shipping - Northland (Others),0448,Kaeo,Northland,FALSE,0
Shipping - Northland (Others),0449,Ahipara,Northland,FALSE,0
Shipping - Northland (Others),0451,Awanui,Northland,FALSE,0
Shipping - Northland (Others),0453,Kohukohu,Northland,FALSE,0
Shipping - Northland (Others),0460,Pukenui,Northland,FALSE,0
Shipping - Northland (Others),0462,Broadwood,Northland,FALSE,0
Shipping - Northland (Others),0540,Mangawhai,Northland,FALSE,0
Shipping - Northland (Others),0541,Mangawhai Heads,Northland,FALSE,0
Shipping - Northland (Others),0542,Kaiwaka,Northland,FALSE,0
Shipping - Northland (Others),0543,Paparoa,Northland,FALSE,0
Shipping - Northland (Others),0545,Waipu,Northland,FALSE,0
Shipping - Northland (Others),0547,Rowsells,Northland,FALSE,0
Shipping - Northland (Others),0549,Ruawai,Northland,FALSE,0
Shipping - Northland (Others),0550,Matakohe,Northland,FALSE,0
Shipping - Northland (Others),0575,Topuni,Northland,FALSE,0
"Shipping -  Northland (Mangawhai, Whangarei)",0573,Kaiwaka,Northland,TRUE,39
"Shipping -  Northland (Mangawhai, Whangarei)",0185,Ruatangata East,Northland,TRUE,39
"Shipping -  Northland (Mangawhai, Whangarei)",0975,Topuni,Northland,FALSE,0
"Shipping -  Northland (Mangawhai, Whangarei)",0175,Tahere,Northland,TRUE,39
"Shipping -  Northland (Mangawhai, Whangarei)",0179,Maungatapere,Northland,TRUE,39
"Shipping -  Northland (Mangawhai, Whangarei)",0170,Puwera,Northland,TRUE,39
"Shipping -  Northland (Mangawhai, Whangarei)",0110,Abbey Caves,Northland,FALSE,0
"Shipping -  Northland (Mangawhai, Whangarei)",0112,Glenbervie,Northland,FALSE,0
"Shipping -  Northland (Mangawhai, Whangarei)",0505,Mangawhai,Northland,FALSE,0
Shipping - Northland (Warkworth),0910,Warkworth,Auckland,FALSE,0
Shipping -  Gisborne,4071,Waerengaahika,Gisborne,TRUE,39
Shipping -  Gisborne,4072,Pehiri,Gisborne,TRUE,39
Shipping -  Gisborne,4073,Whangara,Gisborne,TRUE,39
Shipping -  Gisborne,4078,Tiniroto,Gisborne,TRUE,39
Shipping -  Gisborne,4075,Rakauroa,Gisborne,TRUE,39
Shipping -  Gisborne,3199,Omaio,Gisborne,TRUE,39
Shipping -  Gisborne,4081,Waitakaro,Gisborne,TRUE,39
Shipping -  Gisborne,4082,Ruatoria,Gisborne,TRUE,39
Shipping -  Gisborne,4083,Pakihiroa,Gisborne,TRUE,39
Shipping -  Gisborne,4091,Ahititi,Gisborne,TRUE,39
Shipping -  Gisborne,4092,Otoko,Gisborne,TRUE,39
Shipping -  Gisborne,4093,Te Karaka,Gisborne,TRUE,39
Shipping -  Gisborne,4094,Whatatutu,Gisborne,TRUE,39
Shipping -  Gisborne,4087,Te Araroa,Gisborne,TRUE,39
Shipping -  Gisborne,4086,Whakaangiangi,Gisborne,TRUE,39
Shipping -  Gisborne,4079,Tokomaru,Gisborne,TRUE,39
Shipping -  Gisborne,4077,Tolaga Bay,Gisborne,TRUE,39
Shipping -  Gisborne,4010,Awapuni,Gisborne,FALSE,0
Shipping -  Gisborne,4032,Ruatoria,Gisborne,FALSE,0
Shipping -  Gisborne,4022,Te Karaka,Gisborne,FALSE,0
Shipping -  Gisborne,4040,Kaiti,Gisborne,FALSE,0
Shipping -  Gisborne,4041,Tamarau,Gisborne,FALSE,0
Shipping -  Gisborne,4042,Te Karaka,Gisborne,FALSE,0
Shipping -  Gisborne,4043,Ruatoria,Gisborne,FALSE,0
Shipping -  Gisborne,4044,Tiniroto,Gisborne,FALSE,0
Shipping -  Gisborne,4045,Patutahi,Gisborne,FALSE,0
Shipping -  Gisborne,4046,Tolaga Bay,Gisborne,FALSE,0
Shipping -  Gisborne,4047,Tokomaru,Gisborne,FALSE,0
Shipping -  Gisborne,4048,Te Puia,Gisborne,FALSE,0
Shipping -  Gisborne,4050,Te Araroa,Gisborne,FALSE,0
Shipping -  Gisborne,4051,Matawai,Gisborne,FALSE,0
Shipping -  Gisborne,4052,Motu,Gisborne,FALSE,0
Shipping -  Manawatu- Wanganui,4771,Umutoi,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3979,Waitewhenua,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4884,Pohangina,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4894,Bulls,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4971,Waipatiki,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4972,Kiritaki,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4973,Waipatiki,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4975,Tahoraiti,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4976,Raumati,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4977,Makotuku,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4978,Piripiri,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4979,Waione,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4993,Tane,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4995,Nireaha,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4775,Colyton,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4777,Kiwitea,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4779,Waituna West,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4891,Himatangi,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4893,Marotiri,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4781,Silverhope,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4782,Pukeroa,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4783,Pakihikura,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4784,Silverhope,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4785,Poukiore,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4786,Rewa,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4774,Apiti,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,5571,Levin,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,5574,Waitarere,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,5575,Koputaroa,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,5572,Waitarere,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,5570,Ohau,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4797,Ruahine,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4787,Cliff Road,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4788,Marton,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4789,Marton,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3995,Matiere,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4974,Ngamoko,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4691,Rangataua,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3980,Tatu,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3997,Ongarue,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3989,Oio,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3990,Upper Ruatiti,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4981,Kaitawa,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4982,Ngaturi,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4983,Ballance,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4984,Konini,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4985,Makuri,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4986,Haunui,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4987,Konini,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4988,Mangamaire,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4989,Makuri,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4471,Aokautere,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4473,Carnarvon,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4474,Tokomaru,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4475,Kairanga,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4476,Rongotea,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4477,Mangawhata,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4478,Milson,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4479,Sanson,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4470,Ashhurst,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4481,Bunnythorpe,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4990,Waimiro,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4991,Aohanga,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4992,Waione,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4694,Raetihi,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4696,Te Ranga,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4780,Rewa,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4392,Puniwhakau,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4396,Tahora,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4791,Raketapauma,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4793,Ohotu,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4794,Utiku,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4795,Waiouru Military Camp,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4796,Taihape,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3991,Aukopae,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3992,Hikumutu,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3993,Kirikau,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3994,Ngapuke,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3996,Okahukura,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3998,Waimiha,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4571,Brunswick,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4572,Wiritoa,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4573,Kakatahi,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4574,Mowhanau,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4575,Upokonui,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4576,Matahiwi,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4577,Kauangaroa,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4581,Turakina,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4582,Okoia,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4584,Whakaihuwaka,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4585,Kakatahi,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4586,Kakatahi,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4587,Nukumaru,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4997,Hopelands,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4998,Papatawa,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,4999,Woodville,Manawatu-Wanganui,TRUE,39
Shipping -  Manawatu- Wanganui,3920,Taumarunui,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,3924,Manunui,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,3926,Ohura,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4410,Fitzherbert,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4412,Awapuni,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4414,Kelvin Grove,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4500,Aramoho,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4501,Balgownie,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4625,Ohakune,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4632,Raetihi,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4702,Fielding,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4710,Marton,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4720,Taihape,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4730,Hunterville,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4810,Ashhurst,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4814,Foxton,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4815,Foxton Beach,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4816,Ohakea,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4817,Sanson,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4818,Bulls,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4820,Linton Military Camp,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4821,Shannon,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4825,Waiouru,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4826,Waiouru,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4900,Eketahuna,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4910,Pahiatua,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4920,Woodville,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4930,Dannevirke,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,5510,Levin,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,3946,Taumarunui,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,3947,Ohura,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,3948,National Park,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,3949,Tongariro,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4440,Hokowhitu,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4441,Terrace End,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4442,Takaro,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4443,West End,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4444,Terrace End,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4445,Awapuni,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4446,Hokowhitu,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4448,Summerhill,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4541,Wanganui,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4542,Wanganui East,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4543,Gonville,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4547,Turakina South,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4548,Ratana,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4646,Raetihi,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4660,Ohakune,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4740,FEILDING,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4741,Marton,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4742,Taihape,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4744,Kimbolton,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4745,Hunterville,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4746,Mangaweka,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4822,Tangimoana,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4847,Ashhurst,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4848,Foxton,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4849,Foxton Beach,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4860,Shannon,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4861,Waiouru,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4862,Sanson,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4863,Bulls,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4864,Tokomaru,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4865,Rongotea,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4866,Longburn,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4867,Bunnythorpe,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4940,Eketahuna,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4941,Pahiatua,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4942,Dannevirke,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4943,Norsewood,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4944,Pongaroa,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,4945,Woodville,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,5540,Levin,Manawatu-Wanganui,FALSE,0
Shipping -  Manawatu- Wanganui,5541,Manakau,Manawatu-Wanganui,FALSE,0
Shipping -  Wellington,5791,Greytown,Wellington,TRUE,39
Shipping -  Wellington,5792,Carterton,Wellington,TRUE,39
Shipping -  Wellington,4994,Eketahuna,Wellington,TRUE,39
Shipping -  Wellington,4996,Nireaha,Wellington,TRUE,39
Shipping -  Wellington,5771,Manakau,Wellington,TRUE,39
Shipping -  Wellington,5772,Waitarere,Wellington,TRUE,39
Shipping -  Wellington,5773,Koputaroa,Wellington,TRUE,39
Shipping -  Wellington,5794,Clareville,Wellington,TRUE,39
Shipping -  Wellington,6972,Mount Victoria,Wellington,TRUE,39
Shipping -  Wellington,5573,Waitarere,Wellington,TRUE,39
Shipping -  Wellington,5781,Manakau,Wellington,TRUE,39
Shipping -  Wellington,5782,Featherston,Wellington,TRUE,39
Shipping -  Wellington,5783,Rimutaka Hill,Wellington,TRUE,39
Shipping -  Wellington,5784,Martinborough,Wellington,TRUE,39
Shipping -  Wellington,5881,Martinborough,Wellington,TRUE,39
Shipping -  Wellington,5882,Hinakura,Wellington,TRUE,39
Shipping -  Wellington,5883,Carterton,Wellington,TRUE,39
Shipping -  Wellington,5884,Parkvale,Wellington,TRUE,39
Shipping -  Wellington,5885,Greytown,Wellington,TRUE,39
Shipping -  Wellington,5886,Homebush,Wellington,TRUE,39
Shipping -  Wellington,5887,Lansdowne,Wellington,TRUE,39
Shipping -  Wellington,5888,Masterton,Wellington,TRUE,39
Shipping -  Wellington,5889,Solway,Wellington,TRUE,39
Shipping -  Wellington,5890,Te Ore Ore,Wellington,TRUE,39
Shipping -  Wellington,5871,Pahautea,Wellington,TRUE,39
Shipping -  Wellington,5872,Waipawa,Wellington,TRUE,39
Shipping -  Wellington,5581,Waitarere Beach,Wellington,TRUE,39
Shipping -  Wellington,5381,Paekakariki,Wellington,TRUE,39
Shipping -  Wellington,5894,Masterton,Wellington,TRUE,39
Shipping -  Wellington,5371,Paraparaumu Beach,Wellington,TRUE,39
Shipping -  Wellington,5372,Paraparaumu,Wellington,TRUE,39
Shipping -  Wellington,5391,Upper Hutt,Wellington,TRUE,39
Shipping -  Wellington,5373,Raumati Beach,Wellington,TRUE,39
Shipping -  Wellington,5010,Tiraumea,Wellington,FALSE,0
Shipping -  Wellington,5011,Seaview,Wellington,FALSE,0
Shipping -  Wellington,5012,Korokoro,Wellington,FALSE,0
Shipping -  Wellington,5013,Taita,Wellington,FALSE,0
Shipping -  Wellington,5014,Muritai,Wellington,FALSE,0
Shipping -  Wellington,5016,Point Howard,Wellington,FALSE,0
Shipping -  Wellington,5018,York Bay,Wellington,FALSE,0
Shipping -  Wellington,5019,Trentham,Wellington,FALSE,0
Shipping -  Wellington,5022,Pinehaven,Wellington,FALSE,0
Shipping -  Wellington,5024,Elsdon,Wellington,FALSE,0
Shipping -  Wellington,5026,Porirua East,Wellington,FALSE,0
Shipping -  Wellington,5028,Karehana Bay,Wellington,FALSE,0
Shipping -  Wellington,5032,Glenside,Wellington,FALSE,0
Shipping -  Wellington,5034,Paraparaumu,Wellington,FALSE,0
Shipping -  Wellington,5036,Raumati South,Wellington,FALSE,0
Shipping -  Wellington,5512,Kaitoke,Wellington,FALSE,0
Shipping -  Wellington,5710,Featherston,Wellington,FALSE,0
Shipping -  Wellington,5711,Levin,Wellington,FALSE,0
Shipping -  Wellington,5712,Manakau,Wellington,FALSE,0
Shipping -  Wellington,5713,Otaki,Wellington,FALSE,0
Shipping -  Wellington,5810,Featherston,Wellington,FALSE,0
Shipping -  Wellington,6011,Masterton,Wellington,FALSE,0
Shipping -  Wellington,6012,Solway,Wellington,FALSE,0
Shipping -  Wellington,6022,Wadestown,Wellington,FALSE,0
Shipping -  Wellington,6035,Kilbirnie,Wellington,FALSE,0
Shipping -  Wellington,6037,Strathmore Park,Wellington,FALSE,0
Shipping -  Wellington,5040,Otaihanga,Wellington,FALSE,0
Shipping -  Wellington,5041,Waikanae,Wellington,FALSE,0
Shipping -  Wellington,5042,Waikanae Beach,Wellington,FALSE,0
Shipping -  Wellington,5043,Waikanae Park,Wellington,FALSE,0
Shipping -  Wellington,5044,Alicetown,Wellington,FALSE,0
Shipping -  Wellington,5045,Taita,Wellington,FALSE,0
Shipping -  Wellington,5046,Lower Hutt,Wellington,FALSE,0
Shipping -  Wellington,5047,Gracefield,Wellington,FALSE,0
Shipping -  Wellington,5048,Naenae,Wellington,FALSE,0
Shipping -  Wellington,5049,Petone,Wellington,FALSE,0
Shipping -  Wellington,5050,Petone,Wellington,FALSE,0
Shipping -  Wellington,5140,Eastbourne,Wellington,FALSE,0
Shipping -  Wellington,5141,Wainuiomata,Wellington,FALSE,0
Shipping -  Wellington,5142,Homedale,Wellington,FALSE,0
Shipping -  Wellington,5143,Maungaraki,Wellington,FALSE,0
Shipping -  Wellington,5240,Kingsley Heights,Wellington,FALSE,0
Shipping -  Wellington,5242,Stokes Valley,Wellington,FALSE,0
Shipping -  Wellington,5243,Silverstream,Wellington,FALSE,0
Shipping -  Wellington,5245,Trentham,Wellington,FALSE,0
Shipping -  Wellington,5247,Ranui Heights,Wellington,FALSE,0
Shipping -  Wellington,5249,Onepoto,Wellington,FALSE,0
Shipping -  Wellington,5250,Cannons Creek,Wellington,FALSE,0
Shipping -  Wellington,5252,Whitby,Wellington,FALSE,0
Shipping -  Wellington,5254,Paremata,Wellington,FALSE,0
Shipping -  Wellington,5255,Linden,Wellington,FALSE,0
